CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE,Year
Méfait,2024-01-29,jour,7.0,290143.535991398,5040401.54100311,-73.687553,45.503381,2024
Méfait,2024-02-22,jour,15.0,297022.342991736,5034803.44900256,-73.599439,45.453118,2024
Vol de véhicule à moteur,2025-01-26,jour,15.0,297022.342991736,5034803.44900256,-73.599439,45.453118,2025
Vol dans / sur véhicule à moteur,2024-02-04,soir,15.0,296861.6029971551,5035443.46599362,-73.601505,45.458875,2024
Vol de véhicule à moteur,2024-01-25,nuit,15.0,296942.253993404,5035123.8999933,-73.600468,45.456,2024
Vol de véhicule à moteur,2024-10-04,jour,15.0,296942.253993404,5035123.8999933,-73.600468,45.456,2024
Vol dans / sur véhicule à moteur,2024-02-22,jour,15.0,296942.253993404,5035123.8999933,-73.600468,45.456,2024
Vol de véhicule à moteur,2024-02-24,soir,15.0,297183.0969960991,5034162.05300044,-73.597374,45.447348,2024
Méfait,2024-01-08,jour,15.0,297102.441008597,5034482.14899751,-73.59841,45.450227,2024
Méfait,2024-05-09,soir,15.0,297102.441008597,5034482.14899751,-73.59841,45.450227,2024
Vol de véhicule à moteur,2024-09-09,soir,15.0,297102.441008597,5034482.14899751,-73.59841,45.450227,2024
Méfait,2024-08-05,soir,4.0,278620.969008604,5037281.500006289,-73.834835,45.474969,2024
Vol dans / sur véhicule à moteur,2024-04-25,jour,4.0,278620.969008604,5037281.500006289,-73.834835,45.474969,2024
Vol de véhicule à moteur,2024-05-06,jour,4.0,278620.969008604,5037281.500006289,-73.834835,45.474969,2024
Vol de véhicule à moteur,2025-01-10,jour,4.0,278513.656004258,5037599.00000212,-73.836225,45.477822,2025
Vol de véhicule à moteur,2024-07-04,jour,46.0,301039.920010056,5051565.270001129,-73.548202,45.60398,2024
Introduction,2024-11-19,jour,13.0,295999.921,5033720.302,-73.612492,45.443359,2024
Vol de véhicule à moteur,2024-12-28,soir,39.0,295330.718998229,5050474.99999506,-73.62137,45.594115,2024
Vol de véhicule à moteur,2024-12-13,soir,39.0,295330.718998229,5050474.99999506,-73.62137,45.594115,2024
Méfait,2024-02-14,jour,39.0,294594.138992536,5051472.95200807,-73.630832,45.603085,2024
Vol dans / sur véhicule à moteur,2024-12-29,soir,39.0,294594.138992536,5051472.95200807,-73.630832,45.603085,2024
Introduction,2024-09-15,nuit,39.0,294543.499991819,5051774.50000752,-73.631487,45.605798,2024
Méfait,2024-11-11,soir,4.0,281568.781008923,5038673.99999939,-73.797198,45.487604,2024
Méfait,2024-04-05,jour,4.0,281624.499990971,5038955.00000794,-73.796499,45.490134,2024
Vol de véhicule à moteur,2024-08-25,nuit,4.0,281747.143702991,5039159.372377,-73.794939,45.491977,2024
Vols qualifiés,2024-04-17,jour,42.0,298818.905995564,5048996.49999779,-73.576643,45.58085,2024
Vol dans / sur véhicule à moteur,2024-10-31,jour,42.0,298818.905995564,5048996.49999779,-73.576643,45.58085,2024
Vol dans / sur véhicule à moteur,2024-11-25,soir,42.0,298818.905995564,5048996.49999779,-73.576643,45.58085,2024
Vol de véhicule à moteur,2024-09-22,jour,3.0,281749.77,5040812.221,-73.794983,45.50685,2024
Vol dans / sur véhicule à moteur,2024-10-15,jour,20.0,300650.55200057,5039571.56099382,-73.553092,45.496054,2024
Introduction,2024-04-18,jour,20.0,300650.55200057,5039571.56099382,-73.553092,45.496054,2024
Vol de véhicule à moteur,2025-01-05,nuit,20.0,300360.64399834,5039725.852007169,-73.556803,45.497441,2025
Vol dans / sur véhicule à moteur,2024-04-27,soir,20.0,300360.64399834,5039725.852007169,-73.556803,45.497441,2024
Méfait,2024-08-01,soir,3.0,281048.843992137,5041651.99999667,-73.803994,45.514383,2024
Vol dans / sur véhicule à moteur,2024-09-29,nuit,20.0,299723.503992048,5040277.65299739,-73.564961,45.502402,2024
Vol dans / sur véhicule à moteur,2024-05-12,soir,20.0,299723.503992048,5040277.65299739,-73.564961,45.502402,2024
Vol dans / sur véhicule à moteur,2024-06-19,soir,20.0,299723.503992048,5040277.65299739,-73.564961,45.502402,2024
Méfait,2024-02-29,jour,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol dans / sur véhicule à moteur,2024-02-21,soir,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol de véhicule à moteur,2024-08-20,nuit,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol de véhicule à moteur,2024-08-20,nuit,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol de véhicule à moteur,2024-08-16,jour,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol dans / sur véhicule à moteur,2024-01-12,soir,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol dans / sur véhicule à moteur,2024-02-11,soir,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Méfait,2024-01-22,jour,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol de véhicule à moteur,2024-03-19,jour,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol de véhicule à moteur,2024-03-15,nuit,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol dans / sur véhicule à moteur,2024-04-24,jour,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol de véhicule à moteur,2024-08-01,soir,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2024
Vol dans / sur véhicule à moteur,2025-01-06,soir,20.0,299629.607003709,5040141.20600868,-73.566161,45.501174,2025
Vol dans / sur véhicule à moteur,2024-06-15,jour,13.0,294392.336004754,5031412.773005609,-73.632993,45.422573,2024
Vol de véhicule à moteur,2024-07-28,jour,13.0,294380.656002136,5031377.00000357,-73.633141,45.42225,2024
Vol dans / sur véhicule à moteur,2024-12-05,jour,21.0,300557.12900986493,5040684.40399498,-73.554297,45.506068,2024
Méfait,2024-01-02,jour,21.0,300557.12900986493,5040684.40399498,-73.554297,45.506068,2024
Vol dans / sur véhicule à moteur,2024-11-24,jour,44.0,299453.076999096,5047787.58199332,-73.568503,45.569977,2024
Vol de véhicule à moteur,2024-07-24,jour,44.0,299159.033004947,5047916.98800527,-73.572272,45.571139,2024
Introduction,2024-11-29,nuit,44.0,299159.033004947,5047916.98800527,-73.572272,45.571139,2024
Introduction,2024-11-28,nuit,44.0,299159.033004947,5047916.98800527,-73.572272,45.571139,2024
Introduction,2024-05-07,soir,44.0,299159.033004947,5047916.98800527,-73.572272,45.571139,2024
Introduction,2024-04-16,jour,44.0,299159.033004947,5047916.98800527,-73.572272,45.571139,2024
Vol de véhicule à moteur,2024-05-26,jour,44.0,299159.033004947,5047916.98800527,-73.572272,45.571139,2024
Vol dans / sur véhicule à moteur,2024-10-23,soir,20.0,299484.234005137,5040432.06400447,-73.568024,45.50379,2024
Vol dans / sur véhicule à moteur,2024-04-15,nuit,20.0,299389.236991829,5040285.06200504,-73.569238,45.502466,2024
Vol dans / sur véhicule à moteur,2024-08-27,soir,12.0,298341.448995051,5039005.95300514,-73.58263,45.490947,2024
Introduction,2024-10-25,soir,12.0,298241.0390003111,5039087.59700226,-73.583915,45.491681,2024
Introduction,2024-10-16,jour,12.0,298241.0390003111,5039087.59700226,-73.583915,45.491681,2024
Vols qualifiés,2024-04-27,nuit,12.0,298241.0390003111,5039087.59700226,-73.583915,45.491681,2024
Vol dans / sur véhicule à moteur,2024-02-07,soir,12.0,298164.85699608,5039149.04899232,-73.584891,45.492233,2024
Introduction,2024-11-12,nuit,20.0,299461.331995536,5040537.06500827,-73.568319,45.504734,2024
Méfait,2024-09-28,jour,20.0,299461.331995536,5040537.06500827,-73.568319,45.504734,2024
Vol de véhicule à moteur,2024-09-21,jour,20.0,299461.331995536,5040537.06500827,-73.568319,45.504734,2024
Vol dans / sur véhicule à moteur,2024-11-15,jour,20.0,299461.331995536,5040537.06500827,-73.568319,45.504734,2024
Introduction,2025-01-27,jour,20.0,299461.331995536,5040537.06500827,-73.568319,45.504734,2025
Vol dans / sur véhicule à moteur,2024-03-25,soir,20.0,299364.630994258,5040604.065003,-73.569557,45.505337,2024
Introduction,2024-03-01,jour,27.0,293381.179004409,5047532.04000023,-73.646289,45.567605,2024
Vol dans / sur véhicule à moteur,2024-01-20,soir,27.0,293417.078000428,5047593.0399968,-73.64583,45.568154,2024
Introduction,2024-08-26,jour,27.0,293454.750990485,5047654.27099597,-73.645349,45.568706,2024
Introduction,2024-08-05,soir,27.0,293660.124009255,5047997.68800527,-73.642726,45.571799,2024
Introduction,2024-03-16,jour,27.0,293745.8490101851,5048139.313995929,-73.641631,45.573075,2024
Vol dans / sur véhicule à moteur,2024-01-29,jour,27.0,293920.6660083,5048435.54299464,-73.639398,45.575743,2024
Vol de véhicule à moteur,2024-11-26,soir,27.0,292804.99699609,5046159.08000671,-73.653637,45.555241,2024
Introduction,2025-01-09,nuit,27.0,292930.720996526,5046458.44899412,-73.652034,45.557937,2025
Introduction,2024-03-11,jour,27.0,292961.782997392,5046533.4020023,-73.651638,45.558612,2024
Vol de véhicule à moteur,2024-02-13,nuit,27.0,292961.782997392,5046533.4020023,-73.651638,45.558612,2024
Introduction,2024-11-17,soir,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2024
Vols qualifiés,2025-01-11,soir,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2025
Introduction,2025-01-09,jour,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2025
Introduction,2024-04-17,nuit,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2024
Méfait,2024-04-07,jour,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2024
Introduction,2024-03-22,soir,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2024
Introduction,2025-01-23,soir,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2025
Introduction,2024-09-01,soir,27.0,293090.809000688,5046844.15299265,-73.649992,45.56141,2024
Méfait,2024-09-22,jour,27.0,293192.085009906,5047097.041994809,-73.648701,45.563687,2024
Méfait,2024-02-26,soir,27.0,293192.085009906,5047097.041994809,-73.648701,45.563687,2024
Vol de véhicule à moteur,2024-10-18,soir,27.0,293192.085009906,5047097.041994809,-73.648701,45.563687,2024
Vol de véhicule à moteur,2024-02-24,soir,27.0,293246.403999123,5047236.47300239,-73.648009,45.564943,2024
Méfait,2024-05-20,jour,27.0,293246.403999123,5047236.47300239,-73.648009,45.564943,2024
Vol de véhicule à moteur,2024-05-18,jour,27.0,293246.403999123,5047236.47300239,-73.648009,45.564943,2024
Vol dans / sur véhicule à moteur,2024-02-07,jour,27.0,292373.912996166,5045342.9640039,-73.659137,45.547889,2024
Méfait,2024-04-10,jour,27.0,292498.430998554,5045519.279000689,-73.657547,45.549478,2024
Vol de véhicule à moteur,2024-03-21,jour,27.0,293282.980991487,5047327.3459915,-73.647542,45.565761,2024
Introduction,2024-06-07,soir,27.0,293282.980991487,5047327.3459915,-73.647542,45.565761,2024
Introduction,2024-06-07,soir,27.0,293282.980991487,5047327.3459915,-73.647542,45.565761,2024
Vol de véhicule à moteur,2024-09-07,soir,27.0,293282.980991487,5047327.3459915,-73.647542,45.565761,2024
Méfait,2024-08-17,jour,44.0,298546.186989377,5045081.09699908,-73.580088,45.545616,2024
Méfait,2024-12-20,jour,44.0,298546.186989377,5045081.09699908,-73.580088,45.545616,2024
Vols qualifiés,2024-12-12,soir,44.0,298546.186989377,5045081.09699908,-73.580088,45.545616,2024
Vol de véhicule à moteur,2024-12-09,jour,9.0,294500.673993906,5035471.41499748,-73.631693,45.459096,2024
Vol dans / sur véhicule à moteur,2024-07-28,soir,9.0,294500.673993906,5035471.41499748,-73.631693,45.459096,2024
Introduction,2024-02-23,nuit,21.0,299996.225997271,5040927.57099301,-73.561477,45.508252,2024
Vol dans / sur véhicule à moteur,2024-03-22,jour,21.0,299996.225997271,5040927.57099301,-73.561477,45.508252,2024
Méfait,2024-05-24,nuit,21.0,299996.225997271,5040927.57099301,-73.561477,45.508252,2024
Méfait,2024-10-04,nuit,21.0,299996.225997271,5040927.57099301,-73.561477,45.508252,2024
Vol dans / sur véhicule à moteur,2025-01-18,jour,21.0,300260.70999345,5041828.58100034,-73.558101,45.516362,2025
Introduction,2024-03-04,jour,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vol de véhicule à moteur,2024-01-28,jour,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vols qualifiés,2024-09-18,soir,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Méfait,2024-03-15,soir,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Méfait,2024-07-04,jour,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vols qualifiés,2024-07-02,nuit,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vol dans / sur véhicule à moteur,2024-08-26,soir,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vol de véhicule à moteur,2024-10-28,jour,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vol dans / sur véhicule à moteur,2024-02-18,nuit,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vol dans / sur véhicule à moteur,2024-12-19,soir,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Vol dans / sur véhicule à moteur,2024-12-23,soir,21.0,300307.509007099,5041900.5820051,-73.557503,45.51701,2024
Méfait,2024-09-12,jour,22.0,300341.247004911,5041950.28999402,-73.557071,45.517457,2024
Vols qualifiés,2024-09-01,nuit,22.0,300341.247004911,5041950.28999402,-73.557071,45.517457,2024
Vols qualifiés,2024-12-15,nuit,22.0,300341.247004911,5041950.28999402,-73.557071,45.517457,2024
Méfait,2024-02-01,nuit,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Méfait,2024-09-28,jour,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Vol de véhicule à moteur,2024-08-10,soir,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Introduction,2024-06-01,nuit,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Vol dans / sur véhicule à moteur,2025-01-28,jour,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2025
Vol dans / sur véhicule à moteur,2024-12-25,jour,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Vol dans / sur véhicule à moteur,2024-04-21,jour,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Vols qualifiés,2024-06-17,jour,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Vols qualifiés,2024-09-09,nuit,22.0,300373.670996539,5042000.75300461,-73.556657,45.517912,2024
Vols qualifiés,2024-04-27,nuit,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vols qualifiés,2024-07-25,nuit,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Méfait,2024-03-31,nuit,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vols qualifiés,2024-07-28,nuit,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vol dans / sur véhicule à moteur,2024-11-30,jour,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vol de véhicule à moteur,2024-11-23,soir,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Méfait,2024-12-19,soir,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vols qualifiés,2025-01-24,nuit,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2025
Méfait,2024-04-17,soir,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vols qualifiés,2024-04-13,jour,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vols qualifiés,2024-12-24,nuit,22.0,300405.065997505,5042049.15800539,-73.556255,45.518347,2024
Vols qualifiés,2024-01-24,jour,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Vols qualifiés,2024-01-21,jour,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-01-30,soir,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-04-30,soir,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-03-19,soir,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-03-15,soir,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-08-17,soir,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Vols qualifiés,2024-05-29,jour,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-05-26,nuit,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Introduction,2024-05-26,nuit,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Méfait,2024-10-20,nuit,22.0,300435.507,5042101.584,-73.555866,45.518819,2024
Introduction,2025-01-02,soir,4.0,278513.656004258,5037599.00000212,-73.836225,45.477822,2025
Vol de véhicule à moteur,2024-09-18,nuit,4.0,278513.656004258,5037599.00000212,-73.836225,45.477822,2024
Vol de véhicule à moteur,2024-12-17,nuit,4.0,281384.438001505,5039515.99999172,-73.799597,45.495174,2024
Vol dans / sur véhicule à moteur,2024-04-08,soir,10.0,286172.632991192,5042846.20300001,-73.73846,45.525285,2024
Vol de véhicule à moteur,2024-05-17,nuit,10.0,287030.355005911,5042894.47500652,-73.727482,45.525741,2024
Vol de véhicule à moteur,2024-06-29,soir,10.0,288997.733993976,5043831.44699135,-73.702326,45.53422,2024
Méfait,2024-03-07,jour,42.0,298430.826993157,5048089.44600315,-73.581604,45.572685,2024
Vol dans / sur véhicule à moteur,2024-03-16,soir,4.0,280041.094003755,5038089.00000463,-73.816712,45.482287,2024
Introduction,2024-04-01,soir,4.0,279683.7190030071,5038241.50000522,-73.821292,45.483646,2024
Introduction,2024-12-01,jour,4.0,280394.81300829,5038058.99999549,-73.812186,45.482029,2024
Introduction,2024-01-05,soir,4.0,279827.063003798,5038080.49999654,-73.81945,45.482203,2024
Vols qualifiés,2024-01-13,soir,4.0,281449.280993507,5038722.000003,-73.798729,45.488031,2024
Méfait,2024-08-30,soir,4.0,280815.902485229,5039045.95103698,-73.806848,45.490925,2024
Vol dans / sur véhicule à moteur,2024-07-24,jour,42.0,298818.905995564,5048996.49999779,-73.576643,45.58085,2024
Vol de véhicule à moteur,2024-02-12,nuit,49.0,304836.221,5061793.449,-73.499535,45.696026,2024
Vol dans / sur véhicule à moteur,2024-04-01,soir,20.0,300650.55200057,5039571.56099382,-73.553092,45.496054,2024
Vol de véhicule à moteur,2024-09-17,soir,3.0,281315.313007377,5040915.99999627,-73.800548,45.507769,2024
Introduction,2024-10-26,soir,3.0,281512.188000686,5041081.50000816,-73.798037,45.509265,2024
Vol dans / sur véhicule à moteur,2024-03-26,jour,3.0,281043.31299864093,5041505.99999256,-73.804058,45.513069,2024
Vol de véhicule à moteur,2024-11-17,jour,13.0,294392.336004754,5031412.773005609,-73.632993,45.422573,2024
Vol de véhicule à moteur,2025-01-12,jour,3.0,275962.343999428,5035708.99999506,-73.868746,45.460714,2025
Vol dans / sur véhicule à moteur,2024-08-13,jour,21.0,300557.12900986493,5040684.40399498,-73.554297,45.506068,2024
Méfait,2024-08-19,soir,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol dans / sur véhicule à moteur,2024-01-23,jour,3.0,275784.58,5035990.94,-73.871036,45.463244,2024
Vol dans / sur véhicule à moteur,2024-08-22,jour,42.0,298722.562993494,5048888.49999424,-73.577876,45.579878,2024
Méfait,2024-06-14,soir,42.0,298929.6560022321,5049754.49999755,-73.575233,45.587672,2024
Méfait,2024-12-04,soir,42.0,299003.78101054,5049727.99999498,-73.574283,45.587434,2024
Vol dans / sur véhicule à moteur,2024-06-13,jour,42.0,299076.187999674,5049702.00000907,-73.573354,45.587201,2024
Vols qualifiés,2024-06-15,soir,42.0,299351.125007172,5049590.49999896,-73.56983,45.5862,2024
Vol dans / sur véhicule à moteur,2024-04-08,soir,42.0,298924.906000544,5049540.50000207,-73.575291,45.585746,2024
Vol dans / sur véhicule à moteur,2024-08-01,nuit,42.0,299666.59400713205,5049649.000003929,-73.565787,45.586728,2024
Introduction,2024-03-21,jour,42.0,299760.542000504,5049476.45899695,-73.564582,45.585176,2024
Méfait,2024-03-30,jour,42.0,299377.000003967,5049464.00000261,-73.569497,45.585062,2024
Vol dans / sur véhicule à moteur,2024-07-21,soir,42.0,299492.499990902,5049217.5000064,-73.568014,45.582844,2024
Introduction,2024-10-13,jour,5.0,281808.344001647,5035191.99999167,-73.793971,45.456279,2024
Méfait,2024-05-02,nuit,5.0,282259.499992308,5035582.0000004,-73.78822,45.459803,2024
Vol de véhicule à moteur,2024-05-29,nuit,5.0,282118.093989977,5035365.99999331,-73.790018,45.457855,2024
Méfait,2024-08-27,nuit,22.0,300516.505996662,5042225.58500121,-73.55483,45.519936,2024
Méfait,2024-04-12,nuit,3.0,275512.59399967,5037108.00000297,-73.874581,45.473284,2024
Vol dans / sur véhicule à moteur,2024-04-29,jour,3.0,275531.688754538,5036985.03538421,-73.874329,45.472179,2024
Vol dans / sur véhicule à moteur,2024-09-16,jour,3.0,275533.312989572,5037240.99999579,-73.874324,45.474482,2024
Vol dans / sur véhicule à moteur,2024-04-22,soir,10.0,289334.497991538,5043103.99199669,-73.697992,45.527682,2024
Vol de véhicule à moteur,2024-08-17,nuit,10.0,289168.661992205,5043254.80599738,-73.700119,45.529035,2024
Vol de véhicule à moteur,2024-07-15,jour,45.0,299363.640005668,5057539.58900773,-73.569758,45.657727,2024
Vol de véhicule à moteur,2024-06-17,nuit,45.0,299363.640005668,5057539.58900773,-73.569758,45.657727,2024
Vol de véhicule à moteur,2024-01-08,soir,45.0,299743.75,5057818.068,-73.564883,45.660236,2024
Méfait,2024-10-02,nuit,45.0,299743.75,5057818.068,-73.564883,45.660236,2024
Méfait,2024-11-27,soir,44.0,298865.068999372,5048047.57499462,-73.57604,45.572312,2024
Vol dans / sur véhicule à moteur,2024-08-29,jour,44.0,298865.068999372,5048047.57499462,-73.57604,45.572312,2024
Introduction,2024-02-18,soir,23.0,302618.11,5046312.462,-73.527947,45.556721,2024
Introduction,2024-02-02,nuit,23.0,302618.11,5046312.462,-73.527947,45.556721,2024
Introduction,2024-01-28,jour,23.0,302618.11,5046312.462,-73.527947,45.556721,2024
Vol dans / sur véhicule à moteur,2024-02-27,jour,23.0,302618.11,5046312.462,-73.527947,45.556721,2024
Vol dans / sur véhicule à moteur,2024-10-30,jour,23.0,302618.11,5046312.462,-73.527947,45.556721,2024
Vol dans / sur véhicule à moteur,2024-08-12,soir,23.0,302618.11,5046312.462,-73.527947,45.556721,2024
Vol de véhicule à moteur,2024-03-16,jour,23.0,302474.396,5046380.616,-73.529788,45.557333,2024
Méfait,2024-10-26,jour,23.0,302474.396,5046380.616,-73.529788,45.557333,2024
Vol de véhicule à moteur,2024-10-12,jour,23.0,302474.396,5046380.616,-73.529788,45.557333,2024
Introduction,2024-04-12,soir,23.0,302474.396,5046380.616,-73.529788,45.557333,2024
Vol de véhicule à moteur,2024-04-18,nuit,23.0,302474.396,5046380.616,-73.529788,45.557333,2024
Vol dans / sur véhicule à moteur,2024-08-03,jour,23.0,302338.896998107,5046441.61600466,-73.531524,45.557882,2024
Introduction,2024-11-14,nuit,23.0,302189.897993683,5046513.11499409,-73.533433,45.558525,2024
Méfait,2024-07-09,soir,23.0,302189.897993683,5046513.11499409,-73.533433,45.558525,2024
Vol dans / sur véhicule à moteur,2024-08-12,soir,44.0,299917.576000659,5047575.55600836,-73.56255,45.568073,2024
Vol de véhicule à moteur,2024-11-20,nuit,23.0,300826.574996732,5047152.56100644,-73.550901,45.564272,2024
Vol dans / sur véhicule à moteur,2024-01-29,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Introduction,2024-11-08,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol de véhicule à moteur,2024-09-22,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-08-11,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-30,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-22,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-16,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-14,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-14,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-11,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-10-11,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-11-24,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-11-17,soir,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-04-14,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2024-03-22,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Vol dans / sur véhicule à moteur,2025-01-22,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2025
Vol dans / sur véhicule à moteur,2024-06-17,jour,23.0,301211.722,5046958.199,-73.545966,45.562525,2024
Méfait,2024-02-10,jour,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol de véhicule à moteur,2024-02-02,jour,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol dans / sur véhicule à moteur,2024-08-08,soir,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol de véhicule à moteur,2024-05-07,soir,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol dans / sur véhicule à moteur,2024-04-12,soir,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol de véhicule à moteur,2024-06-15,jour,23.0,300949.832997004,5047080.34700548,-73.549322,45.563623,2024
Vol dans / sur véhicule à moteur,2025-01-05,jour,23.0,301752.49800259894,5046718.11199433,-73.539037,45.560368,2025
Vol dans / sur véhicule à moteur,2024-01-02,jour,23.0,302029.99800765293,5046587.61399177,-73.535482,45.559194,2024
Méfait,2024-11-18,nuit,23.0,302029.99800765293,5046587.61399177,-73.535482,45.559194,2024
Vol dans / sur véhicule à moteur,2025-01-30,jour,23.0,302029.99800765293,5046587.61399177,-73.535482,45.559194,2025
Introduction,2024-07-28,jour,9.0,294500.673993906,5035471.41499748,-73.631693,45.459096,2024
Introduction,2024-07-28,jour,9.0,294500.673993906,5035471.41499748,-73.631693,45.459096,2024
Introduction,2024-07-22,soir,9.0,294500.673993906,5035471.41499748,-73.631693,45.459096,2024
Vol de véhicule à moteur,2024-02-15,nuit,9.0,294173.235005972,5035675.788998489,-73.635885,45.46093,2024
Introduction,2024-05-11,jour,9.0,293708.6619924851,5035936.87400873,-73.641831,45.463272,2024
Vol de véhicule à moteur,2025-01-10,soir,48.0,301391.22898929205,5050070.24299474,-73.543688,45.590529,2025
Vol dans / sur véhicule à moteur,2024-10-29,jour,4.0,278434.469008836,5037986.0000026,-73.837258,45.481301,2024
Vol dans / sur véhicule à moteur,2024-06-17,jour,4.0,278518.500004302,5037949.99999531,-73.836181,45.480981,2024
Vol dans / sur véhicule à moteur,2024-12-11,jour,4.0,280651.624999199,5038933.00000857,-73.808944,45.489903,2024
