CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE,Year
Vol dans / sur véhicule à moteur,2024-07-31,jour,13.0,296261.52,5032110.53,-73.60912,45.428877,2024
Vol de véhicule à moteur,2024-06-13,jour,13.0,296261.52,5032110.53,-73.60912,45.428877,2024
Introduction,2024-09-06,jour,13.0,296571.687990033,5032239.000002,-73.605158,45.430036,2024
Introduction,2024-02-07,jour,44.0,299254.770008958,5045371.23299715,-73.571017,45.548233,2024
Vols qualifiés,2024-04-08,soir,44.0,299254.770008958,5045371.23299715,-73.571017,45.548233,2024
Introduction,2024-06-28,soir,30.0,296316.944005794,5046775.5020023,-73.608665,45.560839,2024
Introduction,2024-03-22,soir,30.0,296316.944005794,5046775.5020023,-73.608665,45.560839,2024
Vol dans / sur véhicule à moteur,2024-06-02,nuit,30.0,296316.944005794,5046775.5020023,-73.608665,45.560839,2024
Vol de véhicule à moteur,2024-11-13,soir,30.0,295646.25399840093,5047186.38599904,-73.617264,45.564528,2024
Vol dans / sur véhicule à moteur,2024-12-30,jour,8.0,291116.780999942,5033906.50000548,-73.674918,45.444956,2024
Vol de véhicule à moteur,2024-03-06,nuit,8.0,291136.969010527,5032644.9999936,-73.674625,45.433605,2024
Méfait,2024-06-02,jour,8.0,291136.969010527,5032644.9999936,-73.674625,45.433605,2024
Vol dans / sur véhicule à moteur,2024-04-02,soir,13.0,297027.8439948731,5031656.99999715,-73.599319,45.424804,2024
Vol de véhicule à moteur,2024-02-29,jour,8.0,291119.9059954161,5033575.00000172,-73.674869,45.441973,2024
Introduction,2024-06-25,nuit,44.0,298407.394989636,5046081.26599891,-73.581878,45.554614,2024
Vol dans / sur véhicule à moteur,2024-12-31,soir,44.0,298299.278008014,5046127.99000564,-73.583264,45.555034,2024
Vol de véhicule à moteur,2024-07-31,nuit,44.0,298109.97699434205,5046208.5860013,-73.585689,45.555757,2024
Vol de véhicule à moteur,2024-01-25,jour,45.0,296879.507991613,5053804.59199616,-73.601573,45.624095,2024
Vol dans / sur véhicule à moteur,2024-11-16,jour,45.0,296879.507991613,5053804.59199616,-73.601573,45.624095,2024
Vol de véhicule à moteur,2024-09-23,nuit,45.0,296879.507991613,5053804.59199616,-73.601573,45.624095,2024
Vol de véhicule à moteur,2024-06-28,jour,45.0,296879.507991613,5053804.59199616,-73.601573,45.624095,2024
Introduction,2024-04-09,jour,45.0,296879.507991613,5053804.59199616,-73.601573,45.624095,2024
Vol dans / sur véhicule à moteur,2025-01-21,jour,45.0,296351.924996905,5054515.85799583,-73.608351,45.630489,2025
Vol dans / sur véhicule à moteur,2024-08-30,soir,45.0,296280.93500942,5054612.35400403,-73.609263,45.631357,2024
Vol dans / sur véhicule à moteur,2024-09-13,soir,49.0,305253.527000459,5055275.935992129,-73.494183,45.63738,2024
Méfait,2024-06-24,soir,49.0,305253.527000459,5055275.935992129,-73.494183,45.63738,2024
Méfait,2024-11-02,nuit,49.0,305253.527000459,5055275.935992129,-73.494183,45.63738,2024
Méfait,2024-11-02,nuit,49.0,305253.527000459,5055275.935992129,-73.494183,45.63738,2024
Vol de véhicule à moteur,2025-01-03,nuit,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2025
Vol de véhicule à moteur,2024-10-05,nuit,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Vol de véhicule à moteur,2024-10-01,jour,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Vol de véhicule à moteur,2024-09-23,jour,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Vol de véhicule à moteur,2024-07-28,soir,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Vol de véhicule à moteur,2025-01-05,nuit,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2025
Vol de véhicule à moteur,2024-05-11,nuit,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Vol dans / sur véhicule à moteur,2024-05-08,jour,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Vol de véhicule à moteur,2024-04-01,jour,5.0,279522.4760058291,5035761.77099627,-73.823227,45.461327,2024
Méfait,2024-10-14,jour,23.0,301442.957989629,5044929.935999409,-73.54299,45.544276,2024
Vol dans / sur véhicule à moteur,2025-01-05,nuit,23.0,301442.957989629,5044929.935999409,-73.54299,45.544276,2025
Méfait,2024-04-19,jour,23.0,301329.874004645,5044979.096993689,-73.544438,45.544717,2024
Introduction,2024-06-19,jour,23.0,301244.997002555,5045014.66400406,-73.545526,45.545037,2024
Vol dans / sur véhicule à moteur,2024-06-19,jour,23.0,301244.997002555,5045014.66400406,-73.545526,45.545037,2024
Vol de véhicule à moteur,2024-06-07,nuit,23.0,301244.997002555,5045014.66400406,-73.545526,45.545037,2024
Méfait,2024-05-20,soir,23.0,301244.997002555,5045014.66400406,-73.545526,45.545037,2024
Introduction,2024-09-25,nuit,23.0,301244.997002555,5045014.66400406,-73.545526,45.545037,2024
Vol de véhicule à moteur,2024-01-04,jour,23.0,301019.629004007,5045112.21100256,-73.548412,45.545914,2024
Vol de véhicule à moteur,2024-09-15,jour,23.0,301019.629004007,5045112.21100256,-73.548412,45.545914,2024
Vol dans / sur véhicule à moteur,2024-07-26,jour,23.0,301019.629004007,5045112.21100256,-73.548412,45.545914,2024
Méfait,2024-04-17,nuit,23.0,301019.629004007,5045112.21100256,-73.548412,45.545914,2024
Vol de véhicule à moteur,2024-04-26,soir,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol dans / sur véhicule à moteur,2024-09-23,jour,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Méfait,2024-09-16,soir,55.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-03-19,jour,55.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-03-18,soir,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-03-15,soir,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-03-15,nuit,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol dans / sur véhicule à moteur,2024-03-13,soir,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-03-08,nuit,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-03-06,jour,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-07-29,jour,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Vol de véhicule à moteur,2024-07-29,jour,5.0,285459.663,5035175.298,-73.747285,45.456239,2024
Introduction,2024-11-20,soir,3.0,274590.999995107,5034792.49999654,-73.886225,45.45241,2024
Introduction,2024-07-20,nuit,3.0,274590.999995107,5034792.49999654,-73.886225,45.45241,2024
Vol dans / sur véhicule à moteur,2024-03-19,soir,3.0,274136.625,5035496.5,-73.892078,45.458725,2024
Vol dans / sur véhicule à moteur,2024-09-03,jour,3.0,274419.087263419,5035769.6728877,-73.888483,45.461195,2024
Vol dans / sur véhicule à moteur,2024-02-10,soir,3.0,274419.087263419,5035769.6728877,-73.888483,45.461195,2024
Méfait,2024-01-26,jour,3.0,274419.087263419,5035769.6728877,-73.888483,45.461195,2024
Méfait,2024-07-09,nuit,3.0,274419.087263419,5035769.6728877,-73.888483,45.461195,2024
Vol dans / sur véhicule à moteur,2024-10-26,soir,3.0,274419.087263419,5035769.6728877,-73.888483,45.461195,2024
Vol de véhicule à moteur,2024-01-08,nuit,27.0,292517.849992053,5048339.39000641,-73.657369,45.574855,2024
Vol dans / sur véhicule à moteur,2024-01-03,soir,27.0,293920.6660083,5048435.54299464,-73.639398,45.575743,2024
Vol de véhicule à moteur,2024-07-18,jour,27.0,293468.067995462,5048713.04000778,-73.645203,45.578233,2024
Vol dans / sur véhicule à moteur,2024-04-03,jour,27.0,293468.067995462,5048713.04000778,-73.645203,45.578233,2024
Introduction,2024-06-09,soir,27.0,293468.067995462,5048713.04000778,-73.645203,45.578233,2024
Méfait,2024-11-15,jour,27.0,293431.918001554,5048134.05099471,-73.645653,45.573022,2024
Vol dans / sur véhicule à moteur,2024-11-25,jour,27.0,293431.918001554,5048134.05099471,-73.645653,45.573022,2024
Méfait,2024-11-25,jour,27.0,293431.918001554,5048134.05099471,-73.645653,45.573022,2024
Vols qualifiés,2024-10-26,jour,42.0,298662.468996361,5049358.50000899,-73.578652,45.584106,2024
Vol de véhicule à moteur,2024-02-09,nuit,42.0,298923.625005176,5049382.00000331,-73.575306,45.58432,2024
Vol de véhicule à moteur,2024-03-08,nuit,42.0,298333.218997718,5049291.499995929,-73.582871,45.5835,2024
Introduction,2024-07-11,jour,42.0,298858.125010081,5049185.00000567,-73.576143,45.582547,2024
Vol de véhicule à moteur,2024-02-25,jour,42.0,295383.250005048,5049530.99999734,-73.620679,45.585622,2024
Introduction,2024-11-30,soir,46.0,297886.526,5051725.933,-73.588629,45.605402,2024
Méfait,2024-10-17,jour,46.0,298886.969009636,5053043.9999925,-73.57582,45.617271,2024
Méfait,2024-09-23,jour,46.0,298709.688003575,5052759.99999404,-73.57809,45.614714,2024
Vol de véhicule à moteur,2024-02-25,soir,46.0,298996.062991489,5052949.99999688,-73.57442,45.616426,2024
Méfait,2024-05-27,jour,1.0,273278.437995372,5032223.49999911,-73.902841,45.429235,2024
Vol de véhicule à moteur,2024-11-20,soir,1.0,272202.011004569,5030945.37100911,-73.916513,45.417685,2024
Vol de véhicule à moteur,2025-01-28,soir,1.0,272202.011004569,5030945.37100911,-73.916513,45.417685,2025
Introduction,2024-02-01,nuit,1.0,272191.299005073,5030945.37100911,-73.91665,45.417684,2024
Vol de véhicule à moteur,2024-05-10,soir,1.0,272191.299005073,5030945.37100911,-73.91665,45.417684,2024
Méfait,2024-06-27,soir,1.0,272266.375007684,5029973.49999246,-73.915626,45.408942,2024
Introduction,2024-10-18,soir,1.0,273689.624998308,5030528.49999642,-73.89748,45.414001,2024
Vol de véhicule à moteur,2024-01-17,nuit,1.0,273335.8439994151,5030397.99999519,-73.901991,45.412811,2024
Vol de véhicule à moteur,2024-10-03,jour,7.0,287927.452948994,5041069.70011752,-73.715935,45.509344,2024
Vol dans / sur véhicule à moteur,2024-05-15,jour,7.0,287927.452948994,5041069.70011752,-73.715935,45.509344,2024
Vol dans / sur véhicule à moteur,2024-03-20,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-03-16,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-03-05,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-02-22,soir,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-10-27,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Méfait,2024-10-27,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-10-11,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol dans / sur véhicule à moteur,2024-12-05,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol dans / sur véhicule à moteur,2024-03-21,soir,1.0,269429.15599308,5030157.49999714,-73.951885,45.41046,2024
Introduction,2024-11-09,nuit,1.0,269842.750000858,5029528.50000365,-73.946557,45.404821,2024
Vol dans / sur véhicule à moteur,2025-01-27,jour,1.0,269857.814008548,5029413.85899632,-73.946356,45.40379,2025
Méfait,2024-01-18,jour,1.0,269815.053989426,5029747.15800752,-73.946926,45.406787,2024
Vol de véhicule à moteur,2024-06-02,jour,1.0,270430.027992385,5029434.5909935,-73.939048,45.404005,2024
Méfait,2024-11-28,soir,1.0,270430.027992385,5029434.5909935,-73.939048,45.404005,2024
Vol de véhicule à moteur,2024-12-03,jour,1.0,270430.027992385,5029434.5909935,-73.939048,45.404005,2024
Introduction,2024-06-10,jour,1.0,270430.027992385,5029434.5909935,-73.939048,45.404005,2024
Vol de véhicule à moteur,2024-06-10,jour,1.0,270430.027992385,5029434.5909935,-73.939048,45.404005,2024
Introduction,2024-06-02,jour,1.0,270430.027992385,5029434.5909935,-73.939048,45.404005,2024
Vol de véhicule à moteur,2024-09-30,nuit,1.0,270597.813000925,5029518.99999892,-73.936911,45.404773,2024
Introduction,2024-09-30,nuit,1.0,270597.813000925,5029518.99999892,-73.936911,45.404773,2024
Vol dans / sur véhicule à moteur,2024-10-27,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-04-26,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-11-22,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-11-22,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-11-17,soir,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-08-06,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-08-02,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-05-17,soir,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol de véhicule à moteur,2024-11-23,soir,23.0,301221.777,5046966.783,-73.545837,45.562603,2024
Vol dans / sur véhicule à moteur,2024-04-20,soir,23.0,301221.777,5046966.783,-73.545837,45.562603,2024
Vol de véhicule à moteur,2024-01-22,jour,48.0,301444.251002563,5047555.35499811,-73.542991,45.5679,2024
Vol de véhicule à moteur,2024-03-03,jour,48.0,301444.251002563,5047555.35499811,-73.542991,45.5679,2024
Méfait,2024-06-28,jour,48.0,301444.251002563,5047555.35499811,-73.542991,45.5679,2024
Vol dans / sur véhicule à moteur,2025-01-16,jour,48.0,301444.251002563,5047555.35499811,-73.542991,45.5679,2025
Méfait,2024-12-14,jour,48.0,301444.251002563,5047555.35499811,-73.542991,45.5679,2024
Introduction,2024-10-02,nuit,48.0,302011.108001255,5048845.60199782,-73.535737,45.579513,2024
Introduction,2024-12-02,nuit,48.0,302011.108001255,5048845.60199782,-73.535737,45.579513,2024
Méfait,2024-09-23,soir,48.0,302324.125,5049573.402,-73.531729,45.586063,2024
Introduction,2024-07-18,soir,48.0,302355.296,5049557.045,-73.53133,45.585916,2024
Méfait,2024-04-12,soir,48.0,303206.819998016,5050647.76100278,-73.520421,45.595733,2024
Méfait,2024-02-25,jour,48.0,303381.2110044941,5051151.60000085,-73.518187,45.600267,2024
Méfait,2024-02-25,jour,48.0,303381.2110044941,5051151.60000085,-73.518187,45.600267,2024
Introduction,2024-02-25,jour,48.0,303381.2110044941,5051151.60000085,-73.518187,45.600267,2024
Vol dans / sur véhicule à moteur,2024-02-21,jour,48.0,303458.511006488,5051372.59999113,-73.517197,45.602255,2024
Vol dans / sur véhicule à moteur,2024-12-10,jour,48.0,303458.511006488,5051372.59999113,-73.517197,45.602255,2024
Vol de véhicule à moteur,2024-02-11,jour,48.0,303574.223003844,5051701.04899297,-73.515714,45.605211,2024
Introduction,2024-07-15,soir,48.0,303708.709994569,5052085.10300438,-73.513991,45.608667,2024
Méfait,2024-01-27,jour,48.0,303748.108994087,5052195.10300121,-73.513486,45.609657,2024
Introduction,2024-04-13,nuit,48.0,303748.108994087,5052195.10300121,-73.513486,45.609657,2024
Introduction,2024-04-11,soir,48.0,303748.108994087,5052195.10300121,-73.513486,45.609657,2024
Vol dans / sur véhicule à moteur,2024-01-16,jour,48.0,303773.50900785,5052267.10400596,-73.513161,45.610305,2024
Introduction,2024-11-17,soir,48.0,303773.50900785,5052267.10400596,-73.513161,45.610305,2024
Introduction,2024-02-12,jour,48.0,303059.384005449,5050297.89700767,-73.522309,45.592584,2024
Méfait,2024-04-12,jour,49.0,305461.757007996,5059211.4229962,-73.491506,45.672792,2024
Introduction,2024-07-09,soir,45.0,299870.742990796,5056672.4140047,-73.563242,45.649928,2024
Vol de véhicule à moteur,2024-07-09,soir,45.0,299870.742990796,5056672.4140047,-73.563242,45.649928,2024
Vol de véhicule à moteur,2024-01-10,soir,45.0,300295.713006054,5056093.22000846,-73.557784,45.644719,2024
Vol dans / sur véhicule à moteur,2024-11-02,jour,45.0,300295.713006054,5056093.22000846,-73.557784,45.644719,2024
Vol de véhicule à moteur,2024-03-01,nuit,45.0,300295.713006054,5056093.22000846,-73.557784,45.644719,2024
Introduction,2024-01-10,soir,45.0,300295.713006054,5056093.22000846,-73.557784,45.644719,2024
Vol dans / sur véhicule à moteur,2024-07-06,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-06-14,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Introduction,2024-06-15,nuit,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-09-02,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Méfait,2024-08-31,soir,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Méfait,2025-01-20,soir,23.0,301116.337995574,5046729.15400281,-73.547186,45.560464,2025
Vol de véhicule à moteur,2025-01-01,jour,23.0,301116.337995574,5046729.15400281,-73.547186,45.560464,2025
Méfait,2024-09-22,soir,23.0,301105.138,5046734.407,-73.54733,45.560511,2024
Introduction,2024-11-02,soir,23.0,301105.138,5046734.407,-73.54733,45.560511,2024
Méfait,2024-03-25,jour,45.0,300295.713006054,5056093.22000846,-73.557784,45.644719,2024
Vol dans / sur véhicule à moteur,2024-07-03,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-06-30,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-06-28,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-10-29,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-11-17,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Méfait,2024-11-10,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol dans / sur véhicule à moteur,2024-08-01,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Méfait,2024-05-01,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-04-16,jour,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol de véhicule à moteur,2024-03-25,nuit,46.0,299141.420009483,5051031.62600207,-73.572534,45.599166,2024
Vol dans / sur véhicule à moteur,2024-03-18,soir,15.0,299055.485997168,5038502.05600888,-73.573488,45.486419,2024
Vol de véhicule à moteur,2024-11-21,nuit,15.0,298736.689009843,5038227.96200248,-73.577563,45.48395,2024
Vols qualifiés,2024-04-30,soir,23.0,301105.138,5046734.407,-73.54733,45.560511,2024
Introduction,2025-01-20,soir,23.0,301105.138,5046734.407,-73.54733,45.560511,2025
Vol de véhicule à moteur,2024-12-09,jour,23.0,301105.138,5046734.407,-73.54733,45.560511,2024
Méfait,2024-09-30,jour,23.0,301151.816998028,5046808.4879923,-73.546732,45.561178,2024
Vol dans / sur véhicule à moteur,2024-09-16,jour,23.0,301151.816998028,5046808.4879923,-73.546732,45.561178,2024
Introduction,2024-09-16,jour,23.0,301151.816998028,5046808.4879923,-73.546732,45.561178,2024
Vol de véhicule à moteur,2024-09-16,jour,23.0,301151.816998028,5046808.4879923,-73.546732,45.561178,2024
Vol de véhicule à moteur,2024-04-20,jour,23.0,301151.816998028,5046808.4879923,-73.546732,45.561178,2024
Vol dans / sur véhicule à moteur,2024-09-15,nuit,23.0,301221.777,5046966.783,-73.545837,45.562603,2024
Vol dans / sur véhicule à moteur,2024-02-21,soir,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Méfait,2024-08-19,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol de véhicule à moteur,2024-01-06,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-07-02,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-06-30,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-07-25,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-07-24,soir,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-09-03,jour,23.0,300992.080995,5046488.04299758,-73.548776,45.558294,2024
Vol dans / sur véhicule à moteur,2024-08-25,jour,45.0,300295.713006054,5056093.22000846,-73.557784,45.644719,2024
Méfait,2024-06-06,jour,49.0,305003.176004098,5059456.34200535,-73.497392,45.674996,2024
Introduction,2024-11-24,jour,48.0,302235.968005954,5049341.78000874,-73.532858,45.583978,2024
Vol dans / sur véhicule à moteur,2024-04-28,nuit,48.0,303664.036,5048673.728,-73.514556,45.577971,2024
Vol dans / sur véhicule à moteur,2024-02-12,jour,48.0,303281.068,5048851.625,-73.519463,45.579571,2024
Introduction,2024-02-13,jour,15.0,298433.000008929,5037987.99999588,-73.581445,45.481788,2024
Introduction,2024-03-12,jour,15.0,298433.000008929,5037987.99999588,-73.581445,45.481788,2024
Introduction,2024-04-01,nuit,15.0,297399.081996516,5037155.0349959,-73.594658,45.474283,2024
Introduction,2024-08-26,soir,15.0,297349.5829936341,5037077.03399298,-73.59529,45.47358,2024
Méfait,2024-11-22,jour,15.0,298124.741998147,5036806.648992009,-73.585372,45.471155,2024
Introduction,2024-07-02,jour,15.0,298124.741998147,5036806.648992009,-73.585372,45.471155,2024
Vol de véhicule à moteur,2024-01-09,soir,15.0,297859.788995586,5036983.13299586,-73.588763,45.47274,2024
Vol de véhicule à moteur,2024-05-21,jour,15.0,297859.788995586,5036983.13299586,-73.588763,45.47274,2024
Introduction,2024-09-20,nuit,15.0,297686.883004609,5037098.73699686,-73.590976,45.473779,2024
Introduction,2024-03-12,nuit,15.0,297686.883004609,5037098.73699686,-73.590976,45.473779,2024
Introduction,2024-02-22,nuit,15.0,297686.883004609,5037098.73699686,-73.590976,45.473779,2024
Introduction,2024-07-16,nuit,15.0,297686.883004609,5037098.73699686,-73.590976,45.473779,2024
Introduction,2024-03-12,jour,15.0,297446.397,5037259.153,-73.594054,45.47522,2024
Introduction,2024-10-21,soir,15.0,298081.38799853093,5036907.78700088,-73.585928,45.472065,2024
Méfait,2024-09-18,jour,15.0,297748.07899750693,5037287.88499656,-73.590196,45.475482,2024
Vol de véhicule à moteur,2024-08-08,soir,15.0,297748.07899750693,5037287.88499656,-73.590196,45.475482,2024
Vol dans / sur véhicule à moteur,2024-12-23,soir,15.0,297748.07899750693,5037287.88499656,-73.590196,45.475482,2024
Vol dans / sur véhicule à moteur,2024-01-28,jour,15.0,297892.363,5037033.371,-73.588347,45.473193,2024
Introduction,2024-09-13,nuit,15.0,297892.363,5037033.371,-73.588347,45.473193,2024
Introduction,2024-11-10,jour,15.0,297892.363,5037033.371,-73.588347,45.473193,2024
Vol dans / sur véhicule à moteur,2024-04-20,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol de véhicule à moteur,2024-08-13,soir,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol dans / sur véhicule à moteur,2024-05-02,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Méfait,2024-03-02,nuit,15.0,298219.87900217,5037553.03899341,-73.584165,45.477872,2024
Vol dans / sur véhicule à moteur,2024-05-15,jour,15.0,297943.116995602,5037745.67999514,-73.587708,45.479603,2024
Vol de véhicule à moteur,2024-08-01,soir,15.0,298151.577993173,5037603.53900695,-73.58504,45.478326,2024
Méfait,2024-04-07,jour,15.0,298151.577993173,5037603.53900695,-73.58504,45.478326,2024
Méfait,2024-12-14,soir,15.0,297748.07899750693,5037287.88499656,-73.590196,45.475482,2024
Vol dans / sur véhicule à moteur,2024-03-25,jour,15.0,297713.06700921693,5037317.57200249,-73.590645,45.475748,2024
Vol dans / sur véhicule à moteur,2024-06-09,soir,15.0,297637.180003016,5037373.036994929,-73.591616,45.476247,2024
Vol dans / sur véhicule à moteur,2024-11-22,jour,15.0,297637.180003016,5037373.036994929,-73.591616,45.476247,2024
Introduction,2024-04-26,jour,15.0,297637.180003016,5037373.036994929,-73.591616,45.476247,2024
Méfait,2024-12-14,soir,15.0,297637.180003016,5037373.036994929,-73.591616,45.476247,2024
Méfait,2024-07-22,soir,15.0,298164.051990562,5036852.27400361,-73.58487,45.471566,2024
Vol de véhicule à moteur,2024-07-23,jour,15.0,298081.38799853093,5036907.78700088,-73.585928,45.472065,2024
Vol dans / sur véhicule à moteur,2024-05-02,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol dans / sur véhicule à moteur,2024-04-27,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol dans / sur véhicule à moteur,2024-04-27,nuit,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol dans / sur véhicule à moteur,2024-04-24,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Méfait,2024-04-21,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Méfait,2024-04-20,jour,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Méfait,2024-04-18,soir,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol dans / sur véhicule à moteur,2024-03-01,nuit,49.0,304437.403006956,5056765.71400634,-73.504652,45.650785,2024
Vol de véhicule à moteur,2024-06-18,jour,49.0,304298.457992115,5056796.70599908,-73.506435,45.651064,2024
Méfait,2024-09-30,jour,20.0,300039.18800146494,5039127.24099393,-73.56091,45.492052,2024
Vol de véhicule à moteur,2024-03-30,jour,20.0,300039.18800146494,5039127.24099393,-73.56091,45.492052,2024
Introduction,2024-12-03,jour,20.0,300039.18800146494,5039127.24099393,-73.56091,45.492052,2024
Introduction,2024-12-03,jour,20.0,300039.18800146494,5039127.24099393,-73.56091,45.492052,2024
Vol de véhicule à moteur,2024-07-16,nuit,20.0,299873.196009419,5039151.35899996,-73.563034,45.492268,2024
Méfait,2024-11-18,jour,20.0,299794.557,5039180.39,-73.564041,45.492529,2024
Introduction,2025-01-20,jour,20.0,299794.557,5039180.39,-73.564041,45.492529,2025
Introduction,2024-03-09,jour,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Vol dans / sur véhicule à moteur,2024-07-18,jour,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Vol dans / sur véhicule à moteur,2024-06-15,jour,20.0,299444.555002768,5039428.93500653,-73.568521,45.494763,2024
Méfait,2024-08-20,nuit,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Vols qualifiés,2024-08-02,nuit,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Méfait,2024-09-29,soir,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Méfait,2024-09-29,soir,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Méfait,2024-09-29,soir,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Vol dans / sur véhicule à moteur,2024-07-03,soir,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
